SiteId,SiteName,County,ItemId,ItemName,ItemEngName,ItemUnit,MonitorDate,Concentration
3,萬里,新北市,143,小時風速值,WS_HR,m/sec,2022-01-01 01:00,4.6
7,新莊,新北市,11,風向,WIND_DIREC,degrees,2022-01-01 01:00,96.0
7,新莊,新北市,14,溫度,AMB_TEMP,℃,2022-01-01 01:00,15.6
9,林口,新北市,38,相對濕度,RH,%,2022-01-01 01:00,97.0
9,林口,新北市,143,小時風速值,WS_HR,m/sec,2022-01-01 01:00,2.3
70,永和,新北市,8,總碳氫化物,THC,ppm,2022-01-01 01:00,2.12
70,永和,新北市,9,非甲烷碳氫化合物,NMHC,ppm,2022-01-01 01:00,0.07
70,永和,新北市,14,溫度,AMB_TEMP,℃,2022-01-01 01:00,15.0
70,永和,新北市,23,雨量,RAINFALL,mm,2022-01-01 01:00,0.0
2,汐止,新北市,7,二氧化氮,NO2,ppb,2022-01-01 01:00,7.7
2,汐止,新北市,10,風速,WIND_SPEED,m/sec,2022-01-01 01:00,1.5
6,板橋,新北市,8,總碳氫化物,THC,ppm,2022-01-10 02:00,2
3,萬里,新北市,5,氮氧化物,NOx,ppb,2022-01-10 02:00,2.9
3,萬里,新北市,7,二氧化氮,NO2,ppb,2022-01-10 02:00,2.6
3,萬里,新北市,10,風速,WIND_SPEED,m/sec,2022-01-10 02:00,4.9
3,萬里,新北市,23,雨量,RAINFALL,mm,2022-01-10 02:00,1
3,萬里,新北市,32,降雨強度,RAIN_INT,㎜,2022-01-10 02:00,1
7,新莊,新北市,2,一氧化碳,CO,ppm,2022-01-10 02:00,0.2
7,新莊,新北市,3,臭氧,O3,ppb,2022-01-10 02:00,36.8
7,新莊,新北市,7,二氧化氮,NO2,ppb,2022-01-10 02:00,5.2
7,新莊,新北市,10,風速,WIND_SPEED,m/sec,2022-01-10 02:00,2.8
7,新莊,新北市,14,溫度,AMB_TEMP,℃,2022-01-10 02:00,17.1
7,新莊,新北市,23,雨量,RAINFALL,mm,2022-01-10 02:00,0
2,汐止,新北市,7,二氧化氮,NO2,ppb,2022-01-10 03:00,10.7
2,汐止,新北市,6,一氧化氮,NO,ppb,2022-01-10 03:00,0.6
2,汐止,新北市,10,風速,WIND_SPEED,m/sec,2022-01-10 03:00,0.6
2,汐止,新北市,11,風向,WIND_DIREC,degrees,2022-01-10 03:00,38
4,新店,新北市,14,溫度,AMB_TEMP,℃,2022-01-10 03:00,16.7
4,新店,新北市,23,雨量,RAINFALL,mm,2022-01-10 03:00,0
6,板橋,新北市,8,總碳氫化物,THC,ppm,2022-01-10 03:00,2
8,菜寮,新北市,4,懸浮微粒,PM10,μg/m3,2022-01-10 03:00,6
8,菜寮,新北市,6,一氧化氮,NO,ppb,2022-01-10 03:00,0.6
8,菜寮,新北市,7,二氧化氮,NO2,ppb,2022-01-10 03:00,5.6
10,淡水,新北市,7,二氧化氮,NO2,ppb,2022-01-10 03:00,1.4
2,汐止,新北市,6,一氧化氮,NO,ppb,2022-01-10 03:00,0.6
2,汐止,新北市,14,溫度,AMB_TEMP,℃,2022-01-10 03:00,15.9
2,汐止,新北市,23,雨量,RAINFALL,mm,2022-01-10 03:00,0
2,汐止,新北市,6,一氧化氮,NO,ppb,2022-01-10 02:00,0.6
4,新店,新北市,14,溫度,AMB_TEMP,℃,2022-01-10 03:00,16.7
6,板橋,新北市,8,總碳氫化物,THC,ppm,2022-01-10 03:00,2
8,菜寮,新北市,4,懸浮微粒,PM10,μg/m3,2022-01-10 03:00,6
8,菜寮,新北市,6,一氧化氮,NO,ppb,2022-01-10 03:00,0.6
8,菜寮,新北市,7,二氧化氮,NO2,ppb,2022-01-10 03:00,5.6
10,淡水,新北市,14,溫度,AMB_TEMP,℃,2022-01-10 03:00,16.1
10,淡水,新北市,17,大氣壓力,PRESSURE,hPa,2022-01-10 03:00,761
2,汐止,新北市,6,一氧化氮,NO,ppb,2022-01-10 04:00,0.6
2,汐止,新北市,7,二氧化氮,NO2,ppb,2022-01-10 04:00,8.7
2,汐止,新北市,14,溫度,AMB_TEMP,℃,2022-01-10 04:00,15.9
2,汐止,新北市,23,雨量,RAINFALL,mm,2022-01-10 04:00,0
4,新店,新北市,14,溫度,AMB_TEMP,℃,2022-01-10 04:00,16.6
4,新店,新北市,23,雨量,RAINFALL,mm,2022-01-10 04:00,0
8,菜寮,新北市,4,懸浮微粒,PM10,μg/m3,2022-01-10 04:00,7
8,菜寮,新北市,5,氮氧化物,NOx,ppb,2022-01-10 04:00,6
8,菜寮,新北市,7,二氧化氮,NO2,ppb,2022-01-10 04:00,5.4
8,菜寮,新北市,10,風速,WIND_SPEED,m/sec,2022-01-10 04:00,1.9
2,汐止,新北市,7,二氧化氮,NO2,ppb,2022-01-10 04:00,8.7
2,汐止,新北市,10,風速,WIND_SPEED,m/sec,2022-01-10 04:00,0.5
2,汐止,新北市,14,溫度,AMB_TEMP,℃,2022-01-10 04:00,15.9
2,汐止,新北市,23,雨量,RAINFALL,mm,2022-01-10 04:00,0
6,板橋,新北市,8,總碳氫化物,THC,ppm,2022-01-10 04:00,2
8,菜寮,新北市,3,臭氧,O3,ppb,2022-01-10 04:00,36.7
2,汐止,新北市,14,溫度,AMB_TEMP,℃,2022-01-10 02:00,16
8,菜寮,新北市,5,氮氧化物,NOx,ppb,2022-01-10 04:00,6
8,菜寮,新北市,10,風速,WIND_SPEED,m/sec,2022-01-10 04:00,1.9
10,淡水,新北市,7,二氧化氮,NO2,ppb,2022-01-10 04:00,1.5
3,萬里,新北市,5,氮氧化物,NOx,ppb,2022-01-10 05:00,2.6
8,菜寮,新北市,10,風速,WIND_SPEED,m/sec,2022-01-10 00:00,1.9
10,淡水,新北市,23,雨量,RAINFALL,mm,2022-01-10 04:00,0
10,淡水,新北市,10,風速,WIND_SPEED,m/sec,2022-01-10 04:00,1.4
10,淡水,新北市,11,風向,WIND_DIREC,degrees,2022-01-10 04:00,70
10,淡水,新北市,14,溫度,AMB_TEMP,℃,2022-01-10 04:00,16.2
8,菜寮,新北市,23,雨量,RAINFALL,mm,2022-01-10 00:00,0.0
10,淡水,新北市,17,大氣壓力,PRESSURE,hPa,2022-01-10 00:00,762.0
8,菜寮,新北市,3,臭氧,O3,ppb,2022-01-10 02:00,35.8
2,汐止,新北市,1,二氧化硫,SO2,ppb,2022-01-10 01:00,2.1
8,菜寮,新北市,4,懸浮微粒,PM10,μg/m3,2022-01-10 02:00,9
3,萬里,新北市,7,二氧化氮,NO2,ppb,2022-01-10 05:00,2.5
5,土城,新北市,6,一氧化氮,NO,ppb,2022-01-10 05:00,0.5
5,土城,新北市,7,二氧化氮,NO2,ppb,2022-01-10 05:00,4.4
2,汐止,新北市,7,二氧化氮,NO2,ppb,2022-01-10 05:00,11.6
2,汐止,新北市,10,風速,WIND_SPEED,m/sec,2022-01-10 05:00,1.9
4,新店,新北市,7,二氧化氮,NO2,ppb,2022-01-10 05:00,4.6
4,新店,新北市,10,風速,WIND_SPEED,m/sec,2022-01-10 05:00,1.4
6,板橋,新北市,7,二氧化氮,NO2,ppb,2022-01-10 05:00,5.4
6,板橋,新北市,8,總碳氫化物,THC,ppm,2022-01-10 05:00,2.0
8,菜寮,新北市,4,懸浮微粒,PM10,μg/m3,2022-01-10 05:00,6.0
8,菜寮,新北市,5,氮氧化物,NOx,ppb,2022-01-10 05:00,5.8
2,汐止,新北市,7,二氧化氮,NO2,ppb,2022-01-10 02:00,11.3
8,菜寮,新北市,7,二氧化氮,NO2,ppb,2022-01-10 05:00,5.2
10,淡水,新北市,7,二氧化氮,NO2,ppb,2022-01-10 05:00,2.1
10,淡水,新北市,10,風速,WIND_SPEED,m/sec,2022-01-10 05:00,1.5
2,汐止,新北市,3,臭氧,O3,ppb,2022-01-10 02:00,30.1
2,汐止,新北市,10,風速,WIND_SPEED,m/sec,2022-01-10 06:00,1.1
4,新店,新北市,10,風速,WIND_SPEED,m/sec,2022-01-10 06:00,1.0
4,新店,新北市,7,二氧化氮,NO2,ppb,2022-01-10 06:00,9.0
6,板橋,新北市,5,氮氧化物,NOx,ppb,2022-01-10 06:00,13.6
6,板橋,新北市,6,一氧化氮,NO,ppb,2022-01-10 06:00,1.1
6,板橋,新北市,8,總碳氫化物,THC,ppm,2022-01-10 06:00,2.0
8,菜寮,新北市,3,臭氧,O3,ppb,2022-01-10 06:00,30.9
8,菜寮,新北市,7,二氧化氮,NO2,ppb,2022-01-10 06:00,9.2
8,菜寮,新北市,10,風速,WIND_SPEED,m/sec,2022-01-10 06:00,2.9
10,淡水,新北市,7,二氧化氮,NO2,ppb,2022-01-10 06:00,5.4
70,永和,新北市,31,甲烷,CH4,ppm,2022-01-10 06:00,2.02
2,汐止,新北市,10,風速,WIND_SPEED,m/sec,2022-01-10 06:00,1.1
4,新店,新北市,6,一氧化氮,NO,ppb,2022-01-10 06:00,0.3
4,新店,新北市,10,風速,WIND_SPEED,m/sec,2022-01-10 06:00,1.0
6,板橋,新北市,4,懸浮微粒,PM10,μg/m3,2022-01-10 06:00,16.0
8,菜寮,新北市,4,懸浮微粒,PM10,μg/m3,2022-01-10 06:00,8.0
8,菜寮,新北市,5,氮氧化物,NOx,ppb,2022-01-10 06:00,10.0
8,菜寮,新北市,6,一氧化氮,NO,ppb,2022-01-10 06:00,0.8
8,菜寮,新北市,7,二氧化氮,NO2,ppb,2022-01-10 06:00,9.2
10,淡水,新北市,10,風速,WIND_SPEED,m/sec,2022-01-10 06:00,0.9
70,永和,新北市,10,風速,WIND_SPEED,m/sec,2022-01-10 06:00,1.9
2,汐止,新北市,10,風速,WIND_SPEED,m/sec,2022-01-10 07:00,0.6
2,汐止,新北市,7,二氧化氮,NO2,ppb,2022-01-10 07:00,34.0
4,新店,新北市,10,風速,WIND_SPEED,m/sec,2022-01-10 07:00,1.1
6,板橋,新北市,4,懸浮微粒,PM10,μg/m3,2022-01-10 07:00,14.0
6,板橋,新北市,6,一氧化氮,NO,ppb,2022-01-10 07:00,2.9
6,板橋,新北市,7,二氧化氮,NO2,ppb,2022-01-10 07:00,22.3
8,菜寮,新北市,4,懸浮微粒,PM10,μg/m3,2022-01-10 07:00,10.0
8,菜寮,新北市,5,氮氧化物,NOx,ppb,2022-01-10 07:00,17.0
8,菜寮,新北市,7,二氧化氮,NO2,ppb,2022-01-10 07:00,15.1
8,菜寮,新北市,10,風速,WIND_SPEED,m/sec,2022-01-10 07:00,2.6
4,新店,新北市,7,二氧化氮,NO2,ppb,2022-01-10 07:00,19.3
4,新店,新北市,10,風速,WIND_SPEED,m/sec,2022-01-10 07:00,1.1
6,板橋,新北市,5,氮氧化物,NOx,ppb,2022-01-10 07:00,25.3
6,板橋,新北市,6,一氧化氮,NO,ppb,2022-01-10 07:00,2.9
8,菜寮,新北市,3,臭氧,O3,ppb,2022-01-10 07:00,26.0
8,菜寮,新北市,4,懸浮微粒,PM10,μg/m3,2022-01-10 07:00,10.0
2,汐止,新北市,10,風速,WIND_SPEED,m/sec,2022-01-10 01:00,1.7
2,汐止,新北市,11,風向,WIND_DIREC,degrees,2022-01-10 01:00,27
8,菜寮,新北市,6,一氧化氮,NO,ppb,2022-01-10 07:00,1.9
8,菜寮,新北市,5,氮氧化物,NOx,ppb,2022-01-10 07:00,17.0
8,菜寮,新北市,7,二氧化氮,NO2,ppb,2022-01-10 07:00,15.1
2,汐止,新北市,23,雨量,RAINFALL,mm,2022-01-10 02:00,0
70,永和,新北市,10,風速,WIND_SPEED,m/sec,2022-01-10 07:00,1.9
10,淡水,新北市,10,風速,WIND_SPEED,m/sec,2022-01-10 07:00,0.8
6,板橋,新北市,6,一氧化氮,NO,ppb,2022-01-10 01:00,0.6
6,板橋,新北市,7,二氧化氮,NO2,ppb,2022-01-10 01:00,5.9
6,板橋,新北市,7,二氧化氮,NO2,ppb,2022-01-10 01:00,5.9
2,汐止,新北市,7,二氧化氮,NO2,ppb,2022-01-10 01:00,11.9
8,菜寮,新北市,7,二氧化氮,NO2,ppb,2022-01-10 00:00,11.8
10,淡水,新北市,7,二氧化氮,NO2,ppb,2022-01-10 01:00,1.7
2,汐止,新北市,10,風速,WIND_SPEED,m/sec,2022-01-10 01:00,1.7
2,汐止,新北市,11,風向,WIND_DIREC,degrees,2022-01-10 01:00,27
2,汐止,新北市,23,雨量,RAINFALL,mm,2022-01-10 01:00,0
6,板橋,新北市,4,懸浮微粒,PM10,μg/m3,2022-01-10 01:00,9
8,菜寮,新北市,3,臭氧,O3,ppb,2022-01-10 01:00,34.9
6,板橋,新北市,8,總碳氫化物,THC,ppm,2022-01-10 01:00,2
8,菜寮,新北市,4,懸浮微粒,PM10,μg/m3,2022-01-10 01:00,14
8,菜寮,新北市,5,氮氧化物,NOx,ppb,2022-01-10 01:00,9.9
8,菜寮,新北市,5,氮氧化物,NOx,ppb,2022-01-10 02:00,7.6
4,新店,新北市,144,小時風向值,WD_HR,degrees,2022-01-01 01:00,31
5,土城,新北市,1,二氧化硫,SO2,ppb,2022-01-01 01:00,0.6
5,土城,新北市,2,一氧化碳,CO,ppm,2022-01-01 01:00,0.3
4,新店,新北市,5,氮氧化物,NOx,ppb,2022-01-01 03:00,7
4,新店,新北市,6,一氧化氮,NO,ppb,2022-01-01 03:00,0.1
8,菜寮,新北市,4,懸浮微粒,PM10,μg/m3,2022-01-01 03:00,11
8,菜寮,新北市,5,氮氧化物,NOx,ppb,2022-01-01 03:00,8.7
5,土城,新北市,6,一氧化氮,NO,ppb,2022-01-01 01:00,0.6
5,土城,新北市,143,小時風速值,WS_HR,m/sec,2022-01-01 01:00,0.8
2,汐止,新北市,143,小時風速值,WS_HR,m/sec,2022-01-01 03:00,0.8
3,萬里,新北市,23,雨量,RAINFALL,mm,2022-01-01 03:00,0
5,土城,新北市,7,二氧化氮,NO2,ppb,2022-01-01 01:00,9.4
5,土城,新北市,8,總碳氫化物,THC,ppm,2022-01-01 01:00,2.22
5,土城,新北市,10,風速,WIND_SPEED,m/sec,2022-01-01 01:00,0.9
5,土城,新北市,11,風向,WIND_DIREC,degrees,2022-01-01 01:00,13
10,淡水,新北市,7,二氧化氮,NO2,ppb,2022-01-10 01:00,1.7
8,菜寮,新北市,10,風速,WIND_SPEED,m/sec,2022-01-10 01:00,2.2
10,淡水,新北市,10,風速,WIND_SPEED,m/sec,2022-01-10 01:00,2.4
10,淡水,新北市,11,風向,WIND_DIREC,degrees,2022-01-10 01:00,30
7,新莊,新北市,38,相對濕度,RH,%,2022-01-01 01:00,92
7,新莊,新北市,143,小時風速值,WS_HR,m/sec,2022-01-01 01:00,2.4
8,菜寮,新北市,1,二氧化硫,SO2,ppb,2022-01-01 01:00,0.9
8,菜寮,新北市,2,一氧化碳,CO,ppm,2022-01-01 01:00,0.31
8,菜寮,新北市,4,懸浮微粒,PM10,μg/m3,2022-01-01 01:00,7
8,菜寮,新北市,5,氮氧化物,NOx,ppb,2022-01-01 01:00,9.8
8,菜寮,新北市,6,一氧化氮,NO,ppb,2022-01-01 01:00,0.6
8,菜寮,新北市,7,二氧化氮,NO2,ppb,2022-01-01 01:00,9.1
10,淡水,新北市,14,溫度,AMB_TEMP,℃,2022-01-10 01:00,16.3
10,淡水,新北市,1,二氧化硫,SO2,ppb,2022-01-01 00:00,0.9
10,淡水,新北市,17,大氣壓力,PRESSURE,hPa,2022-01-10 01:00,761
8,菜寮,新北市,23,雨量,RAINFALL,mm,2022-01-01 01:00,0
6,板橋,新北市,4,懸浮微粒,PM10,μg/m3,2022-01-10 02:00,15
9,林口,新北市,144,小時風向值,WD_HR,degrees,2022-01-01 00:00,86
2,汐止,新北市,10,風速,WIND_SPEED,m/sec,2022-01-10 02:00,0.7
4,新店,新北市,4,懸浮微粒,PM10,μg/m3,2022-01-01 00:00,15
2,汐止,新北市,5,氮氧化物,NOx,ppb,2022-01-10 02:00,12
4,新店,新北市,3,臭氧,O3,ppb,2022-01-01 00:00,30.4
67,三重,新北市,6,一氧化氮,NO,ppb,2022-01-01 01:00,9.2
10,淡水,新北市,23,雨量,RAINFALL,mm,2022-01-10 01:00,0
67,三重,新北市,8,總碳氫化物,THC,ppm,2022-01-01 01:00,2.22
67,三重,新北市,9,非甲烷碳氫化合物,NMHC,ppm,2022-01-01 01:00,0.16
67,三重,新北市,31,甲烷,CH4,ppm,2022-01-01 01:00,2.06
67,三重,新北市,23,雨量,RAINFALL,mm,2022-01-01 01:00,0
3,萬里,新北市,11,風向,WIND_DIREC,degrees,2022-01-01 00:00,51
3,萬里,新北市,10,風速,WIND_SPEED,m/sec,2022-01-01 00:00,6.1
3,萬里,新北市,14,溫度,AMB_TEMP,℃,2022-01-01 00:00,15.2
3,萬里,新北市,23,雨量,RAINFALL,mm,2022-01-01 00:00,0.5
3,萬里,新北市,33,細懸浮微粒,PM2.5,μg/m3,2022-01-01 00:00,11
8,菜寮,新北市,6,一氧化氮,NO,ppb,2022-01-10 02:00,0.6
3,萬里,新北市,143,小時風速值,WS_HR,m/sec,2022-01-01 00:00,6.1
3,萬里,新北市,144,小時風向值,WD_HR,degrees,2022-01-01 00:00,51
4,新店,新北市,6,一氧化氮,NO,ppb,2022-01-01 00:00,0.5
4,新店,新北市,7,二氧化氮,NO2,ppb,2022-01-01 00:00,8.1
4,新店,新北市,11,風向,WIND_DIREC,degrees,2022-01-01 00:00,53
4,新店,新北市,14,溫度,AMB_TEMP,℃,2022-01-01 00:00,15.1
4,新店,新北市,38,相對濕度,RH,%,2022-01-01 00:00,95
4,新店,新北市,143,小時風速值,WS_HR,m/sec,2022-01-01 00:00,0.9
4,新店,新北市,144,小時風向值,WD_HR,degrees,2022-01-01 00:00,42
5,土城,新北市,1,二氧化硫,SO2,ppb,2022-01-01 00:00,0.8
5,土城,新北市,4,懸浮微粒,PM10,μg/m3,2022-01-01 00:00,14
5,土城,新北市,5,氮氧化物,NOx,ppb,2022-01-01 00:00,10.1
5,土城,新北市,7,二氧化氮,NO2,ppb,2022-01-01 00:00,9.6
5,土城,新北市,8,總碳氫化物,THC,ppm,2022-01-01 00:00,2.22
5,土城,新北市,10,風速,WIND_SPEED,m/sec,2022-01-01 00:00,1.4
5,土城,新北市,11,風向,WIND_DIREC,degrees,2022-01-01 00:00,4
5,土城,新北市,23,雨量,RAINFALL,mm,2022-01-01 00:00,0
5,土城,新北市,31,甲烷,CH4,ppm,2022-01-01 00:00,2.12
6,板橋,新北市,1,二氧化硫,SO2,ppb,2022-01-01 00:00,1
5,土城,新北市,144,小時風向值,WD_HR,degrees,2022-01-01 00:00,355
6,板橋,新北市,2,一氧化碳,CO,ppm,2022-01-01 00:00,0.27
6,板橋,新北市,3,臭氧,O3,ppb,2022-01-01 00:00,36.1
6,板橋,新北市,6,一氧化氮,NO,ppb,2022-01-01 00:00,0.3
6,板橋,新北市,7,二氧化氮,NO2,ppb,2022-01-01 00:00,10.2
6,板橋,新北市,9,非甲烷碳氫化合物,NMHC,ppm,2022-01-01 00:00,0.06
6,板橋,新北市,10,風速,WIND_SPEED,m/sec,2022-01-01 00:00,1.9
6,板橋,新北市,31,甲烷,CH4,ppm,2022-01-01 00:00,2
6,板橋,新北市,32,降雨強度,RAIN_INT,㎜,2022-01-01 00:00,0
6,板橋,新北市,38,相對濕度,RH,%,2022-01-01 00:00,85
6,板橋,新北市,143,小時風速值,WS_HR,m/sec,2022-01-01 00:00,1.2
7,新莊,新北市,1,二氧化硫,SO2,ppb,2022-01-01 00:00,1.1
6,板橋,新北市,5,氮氧化物,NOx,ppb,2022-01-10 02:00,7.3
7,新莊,新北市,2,一氧化碳,CO,ppm,2022-01-01 00:00,0.22
7,新莊,新北市,3,臭氧,O3,ppb,2022-01-01 00:00,37.5
7,新莊,新北市,10,風速,WIND_SPEED,m/sec,2022-01-01 00:00,3
7,新莊,新北市,11,風向,WIND_DIREC,degrees,2022-01-01 00:00,76
7,新莊,新北市,23,雨量,RAINFALL,mm,2022-01-01 00:00,0
7,新莊,新北市,33,細懸浮微粒,PM2.5,μg/m3,2022-01-01 00:00,12
7,新莊,新北市,143,小時風速值,WS_HR,m/sec,2022-01-01 00:00,2.9
7,新莊,新北市,144,小時風向值,WD_HR,degrees,2022-01-01 00:00,86
8,菜寮,新北市,1,二氧化硫,SO2,ppb,2022-01-01 00:00,0.4
8,菜寮,新北市,2,一氧化碳,CO,ppm,2022-01-01 00:00,0.25
8,菜寮,新北市,6,一氧化氮,NO,ppb,2022-01-01 00:00,0.7
8,菜寮,新北市,5,氮氧化物,NOx,ppb,2022-01-01 00:00,8.1
8,菜寮,新北市,7,二氧化氮,NO2,ppb,2022-01-01 00:00,7.4
8,菜寮,新北市,10,風速,WIND_SPEED,m/sec,2022-01-01 00:00,2.2
8,菜寮,新北市,23,雨量,RAINFALL,mm,2022-01-01 00:00,0
8,菜寮,新北市,33,細懸浮微粒,PM2.5,μg/m3,2022-01-01 00:00,8
8,菜寮,新北市,144,小時風向值,WD_HR,degrees,2022-01-01 00:00,108
